52;49150.08703;;52;52329.70199;;52;53829.03185;;52;54805.59471;;52;55398.22593;;52;55928.33541
53;49255.12652;;53;52300.35763;;53;53896.20068;;53;54850.66203;;53;55396.98564;;53;55770.90195
54;49327.42738;;54;52543.88043;;54;54046.06651;;54;54712.50931;;54;55563.97159;;54;56186.26698
55;49365.59367;;55;52385.77132;;55;54069.34036;;55;55036.6113;;55;55650.97995;;55;55885.85873
56;49348.25396;;56;52559.92253;;56;54214.44545;;56;55020.32585;;56;55734.8588;;56;56246.28369
57;49513.56019;;57;52638.21071;;57;54138.19115;;57;55239.18565;;57;55624.23452;;57;56285.1291
58;49562.99928;;58;52587.33398;;58;54249.41935;;58;55458.66706;;58;55879.94636;;58;56227.02804
59;49634.92224;;59;52806.33461;;59;54314.53732;;59;55558.30174;;59;55803.81995;;59;56438.43235
60;49724.21777;;60;52743.60972;;60;54224.9659;;60;55344.14669;;60;56033.90396;;60;56617.92719
61;49802.85127;;61;52869.71893;;61;54388.56225;;61;55483.16532;;61;56011.03269;;61;56577.01301
62;49832.88462;;62;52840.06459;;62;54587.93822;;62;55680.46615;;62;56149.26487;;62;56704.97138
63;49735.19265;;63;52877.2249;;63;54702.09422;;63;55714.83233;;63;56122.85318;;63;56700.68669
64;49739.56035;;64;53117.86507;;64;54664.15505;;64;55771.05236;;64;56148.86449;;64;56901.21517
65;49943.37214;;65;53214.49232;;65;54636.09044;;65;55829.55662;;65;56270.64639;;65;56781.00498
66;50048.20434;;66;53272.70209;;66;54848.96914;;66;55892.39084;;66;56106.28417;;66;57106.51777
67;50086.76645;;67;53136.80431;;67;54807.85548;;67;55844.32283;;67;56338.18504;;67;57141.03381
68;50061.57737;;68;53315.29961;;68;55033.02017;;68;55997.70569;;68;56286.76999;;68;56931.59462
69;50126.10107;;69;53276.37662;;69;55050.93948;;69;56108.75945;;69;56455.45699;;69;57064.86687
70;50226.57928;;70;53349.69514;;70;55136.40303;;70;56020.59575;;70;56352.84689;;70;57195.52602
71;50280.31375;;71;53463.79236;;71;55188.10742;;71;56169.74089;;71;56496.74008;;71;57201.80599
72;50313.21431;;72;53620.02953;;72;55132.06617;;72;56015.84236;;72;56404.44328;;72;57428.40236
73;50411.5117;;73;53710.74882;;73;55196.84143;;73;56026.94096;;73;56423.32445;;73;57430.53863
74;50473.37907;;74;53811.83372;;74;55398.9509;;74;56251.38464;;74;56734.4747;;74;57488.06601
75;50533.79738;;75;53873.25838;;75;55322.3929;;75;56339.80204;;75;56667.35207;;75;57455.99861
76;50616.96066;;76;53936.81826;;76;55334.30314;;76;56349.87595;;76;56792.53844;;76;57558.44576
77;50697.2962;;77;53901.7436;;77;55502.91368;;77;56471.39886;;77;56842.57873;;77;57529.75091
78;50784.77137;;78;53990.34621;;78;55518.50009;;78;56633.51575;;78;56914.04915;;78;57582.84499
79;50855.61768;;79;53969.2828;;79;55563.71796;;79;56559.85671;;79;56957.06797;;79;57647.56748
80;50902.37695;;80;54081.82087;;80;55686.24121;;80;56472.46325;;80;56926.16715;;80;57491.98314
81;50931.10588;;81;53962.61669;;81;55673.07862;;81;56694.43894;;81;56934.23756;;81;57957.83462
82;50981.66963;;82;54101.44791;;82;55757.06805;;82;56854.41708;;82;57004.10486;;82;57656.48079
83;50996.30089;;83;54126.08875;;83;55808.20206;;83;56841.66246;;83;57051.41449;;83;57876.25741
84;50842.32875;;84;54092.40268;;84;55922.6923;;84;57038.70839;;84;57194.84968;;84;57716.56232
85;51043.9632;;85;54260.17689;;85;55940.50343;;85;56952.38998;;85;57117.71799;;85;57955.96371
86;51082.96259;;86;54371.16915;;86;55880.68561;;86;57128.80031;;86;57430.70676;;86;57726.15937
87;51029.03717;;87;54218.74847;;87;56032.0609;;87;57056.97879;;87;57274.21663;;87;57922.98983
88;51164.49002;;88;54362.59431;;88;55914.87514;;88;57157.61375;;88;57483.07703;;88;58034.04962
89;51182.65099;;89;54433.33212;;89;56072.86536;;89;57120.851;;89;57395.37894;;89;57984.3947
90;51281.99941;;90;54335.07722;;90;56141.97638;;90;57240.63886;;90;57461.55398;;90;58269.36002
91;51322.08523;;91;54497.30323;;91;56054.13222;;91;57158.19253;;91;57483.4772;;91;58059.66176
92;51337.80192;;92;54572.36972;;92;56085.54152;;92;57213.91602;;92;57602.37432;;92;58260.98738
93;51444.09001;;93;54604.86284;;93;56042.16636;;93;57409.07477;;93;57698.13599;;93;58221.47375
94;51454.31338;;94;54537.9153;;94;56242.91583;;94;57425.72061;;94;57705.73032;;94;58255.84739
95;51342.45827;;95;54569.81109;;95;56228.66784;;95;57319.79404;;95;57682.94821;;95;58178.44021
96;51490.89154;;96;54574.68732;;96;56130.47575;;96;57549.48704;;96;57818.00113;;96;58198.61179
97;51538.07229;;97;54660.43162;;97;56175.46584;;97;57594.06705;;97;57816.95495;;97;58338.57892
98;51602.52477;;98;54691.25352;;98;56160.64105;;98;57631.38749;;98;57873.67954;;98;58473.90012
99;51595.92401;;99;54785.20239;;99;56297.36558;;99;57631.76952;;99;58015.8576;;99;58407.3134
