135;60320.9108;59689.75193;-37195.67839
136;60320.9108;60204.47507;57666.45576
137;60320.9108;60205.90292;55848.01966
138;60320.9108;59819.84016;-22515.58628
139;60320.9108;59929.54266;14333.7114
140;60320.9108;60114.76651;46201.05001
141;60320.9108;60232.62324;57965.05704
142;60320.9108;59579.42559;-18593.37349
143;60320.9108;60199.84272;48276.92017
144;60320.9108;59738.35734;-29402.79996
145;60320.9108;60241.15327;57401.79562
146;60320.9108;59946.46903;15877.65865
147;60320.9108;60251.68829;57040.83939
148;60320.9108;59675.46448;-34907.6789
149;60366.58864;60269.42563;58181.95135
150;60366.58864;60230.87728;57320.62224
151;60472.99757;59819.13229;-18593.37349
152;60472.99757;60023.9998;24026.99112
153;60518.67541;59835.67099;-28985.84874
154;60518.67541;60301.90219;57436.20781
155;60518.67541;60341.28597;53454.72538
156;60518.67541;59757.74021;-21049.40634
157;60532.95753;60287.76658;48888.3867
158;60532.95753;60427.49598;57056.58694
159;60532.95753;60485.11593;58354.0204
160;60532.95753;60352.90061;48236.45395
161;60532.95753;60423.11266;57285.55708
162;60532.95753;59860.06639;-39593.89436
163;60532.95753;60161.59289;16752.35963
164;60532.95753;60362.13338;55436.75241
165;60532.95753;60410.26811;57089.57456
166;60708.14324;60407.14816;57597.69838
167;60708.14324;60132.89805;14601.71504
168;60708.14324;59910.24472;-39593.89436
169;60708.14324;60299.42429;16179.89561
170;60775.84425;60531.54387;43584.57325
171;60807.45046;60561.59534;53952.34319
172;60849.33204;59874.63577;-44899.08386
173;60917.03305;60571.87623;41709.42794
174;61016.34027;60704.0645;56758.87793
175;61016.34027;60756.58711;56931.09967
176;61016.34027;60790.36662;56491.6854
177;61016.34027;60837.85564;55768.57561
178;61016.34027;60518.67847;-14813.42194
179;61016.34027;60880.88131;53094.98219
