0;44564.7908;-73926.12168;-210073.1109
1;44564.7908;4770.989874;-123553.2013
2;45465.68552;32019.28981;-170561.5698
3;47707.39066;40740.44077;32321.62038
4;47707.39066;43178.29107;-36522.19105
5;47822.09226;44739.71069;38587.72809
6;48048.76878;45855.39344;37814.9266
7;48442.15795;46076.43777;-98561.33804
8;49242.8099;47554.89778;44529.52716
9;49273.89081;47840.53428;45530.85408
10;50554.32982;48114.5424;39719.17741
11;50132.15013;47866.39458;-81515.59078
12;51248.14724;49589.2186;47184.60543
13;51290.51103;49970.67023;47415.54628
14;51781.38743;50302.17257;44475.23377
15;51986.40049;50990.19996;38713.08169
16;52347.34479;50271.13417;-115497.3806
17;52486.12876;51851.04472;34121.72591
18;52499.7043;50901.22235;-69671.48012
19;52761.62902;52241.42535;49449.88449
20;52851.47389;52447.47191;49570.54761
21;53210.76545;52627.94914;49707.0723
22;53302.79288;52737.55915;50504.21804
23;53444.77656;52319.02034;-55741.46575
24;53751.92931;52476.76037;-59232.54199
25;54069.39326;53256.92794;49467.20412
26;54518.52969;53040.3738;-52914.55161
27;54653.20656;53943.92159;50997.51857
28;54817.19831;54269.54071;51032.10224
29;54918.59065;54037.7263;-58184.40734
30;54949.2022;54098.34382;-57180.72291
31;54949.2022;54762.53658;48989.49418
32;55259.89044;54822.18738;50165.74225
33;55261.76819;54884.92416;51187.44104
34;55374.00857;54973.84645;53014.93665
35;55463.34069;55021.3022;38948.70682
36;56172.15603;54879.50788;-35649.2309
37;56213.58526;55364.33135;44697.79226
38;56368.57944;55576.90169;53251.45543
39;56393.60771;55893.75252;52427.12063
40;56368.57944;55741.9198;-40859.77229
41;56573.96587;56236.43678;44758.92057
42;56573.96587;56299.89252;53002.16652
43;56774.54987;55848.1293;-35097.3521
44;56774.54987;56335.93476;45233.82834
45;56930.78867;55505.22685;-44810.09247
46;57131.37267;56106.09696;-22534.82034
47;57131.37267;55672.44202;-54915.4167
48;57135.9405;57025.65776;54334.28171
49;57198.34722;56981.93882;49258.54607
50;57198.34722;56656.22229;-2826.626248
51;57202.91504;57032.04695;53713.46094
52;57379.95094;56985.44418;37419.29394
53;57379.95094;57063.67167;53206.27472
54;57379.95094;56599.13822;-50063.18523
55;57443.89931;56434.68348;-75280.68065
56;57533.45947;57319.21164;55294.8556
57;57533.45947;57380.51706;55749.07372
58;57533.45947;57184.31178;42011.34373
59;57533.45947;57363.17538;47685.47765
60;57614.61604;57439.44353;53038.05109
61;57614.61604;57450.35468;53165.64711
62;57614.61604;57252.71869;15210.04756
63;57614.61604;57492.44659;55500.84057
64;58173.46236;57455.97923;47035.13641
65;58173.46236;56935.28108;-62562.16614
66;58363.48623;57622.10487;55426.66962
67;58384.45319;57694.53273;53380.13945
68;58557.68058;57819.53476;55228.94891
69;58557.68058;58114.85606;55337.43832
70;58668.83832;58362.49808;55243.80775
71;59183.167;58521.51633;55699.5095
72;59227.88941;58092.35312;-27656.45105
73;59227.88941;58604.48869;55642.26383
74;59277.85979;58615.27078;6940.789266
75;59277.85979;58536.45178;-52357.16186
76;59277.85979;59163.16701;55471.02073
77;59277.85979;59034.18754;46196.39669
78;59277.85979;59137.03966;55232.48686
79;59277.85979;59130.52163;42308.05158
80;59277.85979;59222.37868;55896.69456
81;59277.85979;59223.80705;56362.44303
82;59277.85979;59178.71267;49556.4505
83;59484.30275;59159.48954;55470.40599
84;59484.30275;58917.40679;11908.34683
85;59484.30275;59170.30025;55833.44207
86;59514.15874;59208.42843;55555.45114
87;59720.6017;59227.88954;46720.47979
88;59728.98557;59164.96829;10173.17959
89;59867.22189;59233.70892;11363.60743
90;59946.61269;59103.89195;-55769.46711
91;59946.61269;59697.08252;51003.89431
92;60086.27212;59351.50628;-25341.07721
93;60103.23093;59889.50922;56308.95627
94;60103.23093;59693.98416;16583.08759
95;60103.23093;59518.7133;-19527.89804
96;60140.68281;60048.02674;57314.90288
97;60140.68281;59951.13478;50816.90463
98;60140.68281;59956.75672;48809.84728
99;60140.68281;60011.17313;53513.03567
100;60140.68281;60074.70431;56797.47613
101;60140.68281;60069.52643;57373.01331
102;60140.68281;60032.7194;53217.06629
103;60140.68281;59998.00184;50141.27534
104;60158.97037;60008.10767;56292.54085
105;60158.97037;59620.99599;-30941.9141
106;60158.97037;60041.15143;49602.27149
107;60158.97037;59730.43053;-388.2164694
108;60158.97037;59539.78689;-43007.6809
109;60170.29688;59614.55688;-30774.98369
110;60170.29688;59577.1381;-36561.65438
111;60170.29688;59808.03621;-534.2172493
112;60170.29688;59664.96183;-13110.97997
113;60170.29688;60072.40022;56224.38249
114;60170.29688;59426.42764;-30495.82486
115;60170.29688;60072.05484;56563.12497
116;60170.29688;59941.45498;47565.56122
117;60170.29688;59668.0571;14736.07596
118;60201.26933;59684.16096;-17886.48828
119;60201.26933;60106.38659;57688.62544
120;60201.26933;60054.45032;52417.0385
121;60201.26933;59628.72494;-20634.84643
122;60229.26039;59696.3137;-13068.68101
123;60229.26039;59786.5149;13669.84149
124;60229.26039;60103.76998;56165.03702
125;60229.26039;59640.82285;-30239.39262
126;60229.26039;59201.92953;-35744.27156
127;60229.26039;60146.70156;57315.94859
128;60229.26039;60003.97548;34767.64202
129;60229.26039;59686.89032;-22774.50632
130;60229.26039;60147.8258;56396.01861
131;60249.83961;60134.14163;54135.85892
132;60249.83961;60141.113;53601.61325
133;60320.9108;59825.88361;13697.83255
134;60320.9108;59863.8513;15520.53586
