63;50351.9543;;63;51805.79994;;63;53486.67965;;63;54057.24287;;63;54669.77698
64;50376.95222;;64;51833.85162;;64;53515.96677;;64;54125.93762;;64;54703.6019
65;50408.03096;;65;51967.73274;;65;53575.27475;;65;54220.84293;;65;54712.52912
66;50446.71665;;66;52029.42503;;66;53562.5578;;66;54274.83778;;66;54768.69691
67;50461.20417;;67;52035.38306;;67;53604.60896;;67;54309.31225;;67;54775.59433
68;50520.17969;;68;52071.87965;;68;53667.09426;;68;54375.15431;;68;54821.3213
69;50584.76786;;69;52128.32477;;69;53703.19947;;69;54413.92312;;69;54833.45337
70;50616.13599;;70;52179.02111;;70;53752.18121;;70;54410.27857;;70;54861.64075
71;50658.82461;;71;52215.7843;;71;53791.88057;;71;54474.66832;;71;54887.3325
72;50719.7275;;72;52248.78194;;72;53807.70563;;72;54472.09006;;72;54961.76943
73;50777.39357;;73;52330.02098;;73;53733.54154;;73;54463.08449;;73;55114.70173
74;50803.20387;;74;52356.74633;;74;53809.88609;;74;54524.95982;;74;55137.46866
75;50713.67743;;75;52358.77023;;75;53788.97778;;75;54522.03732;;75;55247.95689
76;50897.75455;;76;52340.83809;;76;53791.80851;;76;54577.35524;;76;55290.54678
77;51051.63569;;77;52491.28031;;77;53911.87154;;77;54698.73117;;77;55315.15966
78;51095.91959;;78;52489.16978;;78;53951.4099;;78;54727.12169;;78;55373.75924
79;51141.78855;;79;52552.95974;;79;53957.58112;;79;54717.74732;;79;55387.6627
80;51182.46378;;80;52383.02044;;80;53950.53777;;80;54796.316;;80;55378.3043
81;51148.31963;;81;52596.64057;;81;54002.83949;;81;54792.7622;;81;55433.47428
82;51256.26408;;82;52732.12936;;82;54091.79474;;82;54790.62429;;82;55393.72228
83;51283.23694;;83;52787.75082;;83;54128.84478;;83;54816.20181;;83;55453.06425
84;51315.56855;;84;52787.09237;;84;54110.03868;;84;54834.20783;;84;55519.66686
85;51405.09921;;85;52928.51726;;85;54128.05242;;85;54864.29297;;85;55558.62231
86;51465.35321;;86;52927.29933;;86;54208.21416;;86;54952.07651;;86;55648.47017
87;51520.99462;;87;52990.36448;;87;54217.58426;;87;54969.89395;;87;55655.55398
88;51490.00749;;88;53041.98697;;88;54307.2696;;88;55015.94564;;88;55717.75067
89;51607.34826;;89;53149.77948;;89;54323.98463;;89;55031.62215;;89;55735.26771
90;51659.35222;;90;53162.51428;;90;54381.62457;;90;55063.89447;;90;55781.25865
91;51706.52324;;91;53210.74985;;91;54383.84654;;91;55062.23399;;91;55835.11259
92;51650.44977;;92;53309.93146;;92;54432.17256;;92;55115.54976;;92;55872.4573
93;51746.60442;;93;53296.02525;;93;54504.54507;;93;55069.49168;;93;55863.46592
94;51700.20754;;94;53326.35779;;94;54528.9983;;94;55091.65222;;94;55848.50563
95;51796.04385;;95;53359.94866;;95;54525.66975;;95;55167.764;;95;55876.46522
96;51824.95084;;96;53337.33685;;96;54587.682;;96;55217.31723;;96;55901.22139
97;51858.14999;;97;53373.99137;;97;54617.63523;;97;55240.82993;;97;55918.41455
98;51881.01526;;98;53414.02013;;98;54646.64307;;98;55293.83576;;98;56020.46219
99;51885.93346;;99;53458.78899;;99;54668.99236;;99;55279.2505;;99;56048.24725
