45;49613.89757;;45;49290.82062;;45;48819.68763;;45;49592.9729;;45;49980.88008;;45;50531.57726;;45;49714.88102
46;49657.27317;;46;49437.78334;;46;48894.41615;;46;49690.89852;;46;50049.51134;;46;50595.50192;;46;49783.60701
47;49688.40269;;47;49505.07196;;47;48964.92091;;47;49737.89069;;47;50102.25931;;47;50589.9852;;47;49810.79672
48;49696.08148;;48;49547.77888;;48;48945.60923;;48;49800.62131;;48;50137.68417;;48;50677.05094;;48;49800.92627
49;49809.47286;;49;49581.91354;;49;49083.52935;;49;49861.39338;;49;50155.13116;;49;50716.65615;;49;49875.20509
50;49877.88508;;50;49616.6603;;50;49151.42672;;50;49901.6529;;50;50124.0205;;50;50756.30193;;50;49861.81389
51;49865.40683;;51;49623.2921;;51;49200.29316;;51;49852.77501;;51;50168.98949;;51;50759.16988;;51;49941.62058
52;49876.15458;;52;49688.65795;;52;49254.5635;;52;49923.96958;;52;50281.99942;;52;50772.96024;;52;49906.03297
53;49987.58675;;53;49673.0259;;53;49316.85475;;53;50049.17551;;53;50325.80838;;53;50779.88126;;53;50088.15344
54;49984.42477;;54;49719.11739;;54;49361.82011;;54;50133.71473;;54;50340.75388;;54;50770.35961;;54;50118.0467
55;50108.66768;;55;49780.13227;;55;49460.69315;;55;50148.33583;;55;50342.07487;;55;50878.94572;;55;50140.94187
56;50155.72562;;56;49749.01829;;56;49378.70774;;56;50182.08125;;56;50405.75988;;56;50897.42415;;56;50160.36336
57;50209.51128;;57;49799.99638;;57;49420.57088;;57;50341.01291;;57;50305.03955;;57;50885.67141;;57;50202.47611
58;50224.65283;;58;49923.68208;;58;49543.57245;;58;50326.28351;;58;50438.04928;;58;51008.59575;;58;50107.89491
59;50237.33482;;59;49920.07924;;59;49583.60254;;59;50274.7193;;59;50403.07931;;59;51082.3263;;59;50329.03599
60;50347.50328;;60;49973.02635;;60;49544.03408;;60;50481.32608;;60;50528.18592;;60;51134.90546;;60;50373.83406
61;50379.87456;;61;49910.47624;;61;49636.29165;;61;50451.89127;;61;50632.76703;;61;51047.03553;;61;50315.68768
62;50431.21493;;62;50130.80665;;62;49606.94955;;62;50525.76614;;62;50715.57301;;62;51226.60084;;62;50404.03048
63;50338.75142;;63;50171.06131;;63;49650.4609;;63;50551.03185;;63;50779.64375;;63;51177.07629;;63;50491.31722
64;50504.86276;;64;49963.30469;;64;49772.02995;;64;50642.93893;;64;50831.39174;;64;51243.04573;;64;50536.43157
65;50483.63187;;65;50124.74253;;65;49807.43173;;65;50701.97578;;65;50866.68894;;65;51326.9511;;65;50640.09821
66;50501.0481;;66;50290.63647;;66;49973.78758;;66;50769.06334;;66;50887.57825;;66;51333.84407;;66;50738.83805
67;50618.55687;;67;50255.74639;;67;50013.42871;;67;50824.66153;;67;50964.8979;;67;51404.83138;;67;50806.54571
68;50524.93386;;68;50378.36022;;68;50054.01233;;68;50874.18307;;68;50944.27307;;68;51437.15841;;68;50847.63691
69;50693.81124;;69;50315.85306;;69;50024.96241;;69;50891.16412;;69;50974.28843;;69;51448.86167;;69;50886.86001
70;50677.18802;;70;50443.9498;;70;50182.33129;;70;50943.11636;;70;51055.26322;;70;51489.14827;;70;50959.49053
71;50763.33526;;71;50434.09927;;71;50153.90519;;71;50980.71371;;71;50953.28331;;71;51518.32878;;71;51025.56772
72;50790.48875;;72;50363.21632;;72;50182.83728;;72;50911.64639;;72;51125.65576;;72;51507.47622;;72;51009.25158
73;50815.79754;;73;50275.14452;;73;50275.05432;;73;51019.90524;;73;51130.05518;;73;51523.76712;;73;51108.85316
74;50794.70651;;74;50511.29966;;74;50435.80744;;74;51048.28613;;74;51207.8609;;74;51503.08227;;74;51122.49695
75;50790.56335;;75;50521.97672;;75;50391.92572;;75;51061.37998;;75;51227.48646;;75;51350.46255;;75;51196.78983
76;50872.18663;;76;50559.96056;;76;50448.67019;;76;51077.38017;;76;51295.01165;;76;51497.95929;;76;50990.35523
77;50914.02361;;77;50593.01643;;77;50578.89227;;77;51126.5725;;77;51268.32154;;77;51652.86737;;77;51164.4926
78;50970.97864;;78;50630.41047;;78;50638.26364;;78;51183.64312;;78;51360.809;;78;51578.56911;;78;51281.6181
79;51037.69255;;79;50673.08573;;79;50703.1437;;79;51131.20364;;79;51421.40243;;79;51737.21582;;79;51307.03025
80;51102.76239;;80;50665.58985;;80;50481.09119;;80;51224.50855;;80;51411.58742;;80;51812.71017;;80;51275.41322
81;51140.54074;;81;50675.65456;;81;50769.54514;;81;51187.04577;;81;51464.73247;;81;51825.04304;;81;51355.25348
82;51160.40406;;82;50748.52394;;82;50797.28614;;82;51290.81379;;82;51519.83945;;82;51825.74577;;82;51365.65304
83;51152.70395;;83;50769.59163;;83;50777.61132;;83;51299.50848;;83;51471.70434;;83;51782.20717;;83;51339.11941
84;51231.40727;;84;50764.27182;;84;50907.46708;;84;51402.1041;;84;51522.80035;;84;51961.17173;;84;51330.17762
85;51256.29308;;85;50884.83084;;85;50937.51471;;85;51427.48246;;85;51471.23928;;85;51989.6224;;85;51451.65909
86;51283.52661;;86;50900.87707;;86;50997.71569;;86;51401.99292;;86;51608.73391;;86;52032.88515;;86;51490.7253
87;51317.56955;;87;50984.05334;;87;51007.18191;;87;51454.56667;;87;51657.18507;;87;51977.37385;;87;51503.49933
88;51267.7184;;88;50922.41802;;88;50967.25227;;88;51488.99031;;88;51708.14837;;88;52087.43643;;88;51372.99237
89;51377.52898;;89;50956.42068;;89;51032.62516;;89;51542.53389;;89;51716.79938;;89;52115.21201;;89;51556.65301
90;51474.78496;;90;51000.36442;;90;51067.45234;;90;51371.27492;;90;51742.88463;;90;52135.81783;;90;51603.89598
91;51378.20342;;91;51107.33955;;91;51166.49003;;91;51503.00654;;91;51776.08763;;91;52169.51462;;91;51597.99152
92;51542.51274;;92;51069.06502;;92;51203.93825;;92;51614.7897;;92;51823.69891;;92;52188.13507;;92;51607.04687
93;51549.86639;;93;51151.66025;;93;50977.76539;;93;51659.18554;;93;51856.63445;;93;52222.26553;;93;51713.05117
94;51565.19286;;94;51147.43513;;94;51149.59626;;94;51711.95342;;94;51839.12036;;94;52275.75925;;94;51613.41869
95;51623.24989;;95;51004.90933;;95;51243.35721;;95;51750.34336;;95;51951.85182;;95;52279.08132;;95;51774.29355
96;51598.57294;;96;51207.19298;;96;51261.36278;;96;51756.8343;;96;51988.78442;;96;52316.75948;;96;51801.90695
97;51655.64017;;97;51242.4346;;97;51271.85217;;97;51751.41287;;97;51930.49372;;97;52344.70772;;97;51746.80193
98;51659.52669;;98;51270.61424;;98;51311.70543;;98;51777.28723;;98;51997.80567;;98;52367.9715;;98;51863.1029
99;51539.46366;;99;51313.03462;;99;51334.81937;;99;51889.15751;;99;52055.8013;;99;52390.14365;;99;51906.38526
