0;-80581.97598;;0;-80013.91893
1;-726.938791;;1;-42617.08537
2;29488.10853;;2;-19378.38478
3;37771.93671;;3;-5393.142567
4;40881.88336;;4;7520.624211
5;42687.28267;;5;16141.96965
6;43997.95765;;6;22704.37586
7;44927.48351;;7;26683.716
8;45582.847;;8;29743.78025
9;46037.12787;;9;32422.68947
10;46269.13149;;10;34009.95655
11;46441.3567;;11;34949.60168
12;46602.32883;;12;35624.22592
13;46799.68818;;13;36416.38491
14;46820.54315;;14;36849.20566
15;46955.52618;;15;37185.86864
16;46961.06132;;16;37404.68426
17;47142.81296;;17;38015.60701
18;47227.94501;;18;38496.424
19;47315.62928;;19;38872.00063
20;47376.69774;;20;39121.18907
21;47481.23258;;21;39406.88884
22;47537.11234;;22;39599.88108
23;47619.52963;;23;39925.36906
24;47933.2421;;24;40167.07677
25;47923.63913;;25;40183.51316
26;48168.49932;;26;40235.83602
27;48143.36659;;27;40529.36571
28;48188.6892;;28;40667.16907
29;48286.30119;;29;40687.28144
30;48379.28528;;30;40930.30734
31;48625.0579;;31;41037.57579
32;48693.17991;;32;41128.42039
33;48827.14578;;33;41147.70862
34;48875.34289;;34;41322.85873
35;48911.93653;;35;41241.44753
36;48969.97709;;36;41437.24714
37;49000.61285;;37;41470.36976
38;49069.0314;;38;41620.70238
39;49128.0259;;39;41617.17679
40;49222.60396;;40;41828.53457
41;49314.71828;;41;41914.58634
42;49415.80605;;42;42032.01021
43;49351.0537;;43;41982.24113
44;49539.39731;;44;41974.03242
45;49545.04771;;45;42015.87483
46;49542.42831;;46;42017.05463
47;49615.97797;;47;42130.71564
48;49600.5554;;48;42182.18687
49;49712.43789;;49;42249.29789
50;49779.12286;;50;42314.533
51;49858.15621;;51;42347.5786
52;49862.89519;;52;42500.81336
53;49930.93208;;53;42537.69877
54;50036.61271;;54;42691.35496
55;50068.15322;;55;42718.22888
56;50092.23613;;56;42887.50727
57;50108.77415;;57;42932.63301
58;50055.10032;;58;42848.4848
59;50143.27434;;59;42998.45086
60;50251.04525;;60;43019.38504
61;50298.3049;;61;43075.66002
62;50314.05651;;62;43145.64673
63;50286.94712;;63;43176.9004
64;50418.41065;;64;43207.64537
65;50456.38644;;65;43230.64512
66;50481.84059;;66;43280.31357
67;50504.4038;;67;43354.32076
68;50494.31308;;68;43313.29853
69;50550.38529;;69;43335.15357
70;50569.69431;;70;43398.12129
71;50505.36585;;71;43508.99676
72;50590.93409;;72;43493.87114
73;50540.81422;;73;43511.57197
74;50580.16675;;74;43739.88926
75;50566.44197;;75;43623.85195
76;50711.43157;;76;43849.75006
77;50736.78759;;77;43821.39219
78;50711.92691;;78;43825.67884
79;50733.25142;;79;43881.54184
80;50846.01826;;80;43980.31264
81;50832.97236;;81;43967.52753
82;50824.5637;;82;44021.04428
83;50926.29375;;83;44106.71889
84;50944.53977;;84;44110.61776
85;51032.31128;;85;44092.94341
86;50958.56949;;86;44052.70961
87;51043.12454;;87;44094.91163
88;51088.25767;;88;44241.74733
89;51110.79588;;89;43962.49408
90;51058.57203;;90;44166.74101
91;51145.75865;;91;44112.23821
92;51129.92033;;92;44242.78504
93;51149.52088;;93;44257.11151
94;51196.05369;;94;44188.58332
95;51232.18636;;95;44277.80839
96;51360.62712;;96;44111.27068
97;51342.58577;;97;44316.13904
98;51374.13242;;98;44253.2774
99;51388.58763;;99;44314.72626
